,artists,duration_ms,id,name,album.name,album.release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics
27,Shawn Mendes,190960,0TK2YIli7K1leLovkQiNik,Señorita,Señorita,2019,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,"I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is oh la la la
It's true la la la
Oooh I should be running
Oooh you keep me coming for ya



Land in Miami

The air was hot from summer rain

Sweat dripping off me

Before I even knew her name la la la

It felt like oooh la la la

Yeah no



Sapphire moonlight

We danced for hours in the sand

Tequila sunrise

Her body fit right in my hands la la la

It felt like oooh la la la yeah



I love it when you call me señorita

I wish I could pretend I didn't need ya

But every touch is oh la la la

It's true la la la

Oooh I should be running



Oooh you know I love it when you call me señorita

I wish it wasn't so damn hard to leave ya

But every touch is oh la la la

It's true la la la

Oooh I should be running

Oooh you keep me coming for ya



Locked in the hotel

There's just some things that never change

You say that we're just friends

But friends don't know the way you taste la la la



Cause you know it's been a long time coming

Don't you let me fall

Oooh, when your lips undress me

Hooked on your tongue

Oooh love, your kiss is deadly

Don't stop



I love it when you call me señorita

I wish I could pretend I didn't need ya

But every touch is oh la la la

It's true la la la

Oooh I should be running



Oooh you know I love it when you call me señorita

I wish it wasn't so damn hard to leave ya

But every touch is oh la la la

It's true la la la

Oooh I should be running

Oooh you keep me coming for ya



All along I've been coming for ya

And I hope it meant something to ya

Call my name I'll be coming for ya

Coming for ya, coming for ya, coming for you



For ya

Oooh I should be running

Oooh you keep me coming for ya"
28,Pauline Croze,163328,5yeE2zpSDyWMVB6DyPFZJr,T'es beau,Pauline Croze,2005,0.76,0.498,1,-10.236,0,0.0392,0.84,0.00118,0.157,0.527,138.055,
29,Danny Ocean,194233,30zRVzH3FUvbtqYwLvd5fc,Vuelve,54+1,2019,0.746,0.361,9,-9.053,1,0.0528,0.369,0.0,0.0964,0.483,120.006,"No sabes cuantas veces pensé
En decirte todo esto pero nunca encontré
El momento perfecto, aun te extraño
Como antes y aun te pienso como siempre
Necesito ya de ti

Solo vuelve, vuelve, vuelve baby

Me urges aquí dentro de mi

Solo vuelve, vuelve, vuelve, oh girl



Cada segundo es un mundo que pasa

Por mi mente cuando no estas aquí baby

Mis ganas de amarte, tocarte de nuevo

Se apoderan de mi, lady



Y me perdí, me enloquecí

Dime que ya si no es así

Para así no tener



Que darte un beso

Para poder explicarte

Todo esto en que siento

Por que palabras no tengo



Para así darte un beso

Para poder explicarte

Todo esto en lo que siento

Por que palabras no tengo

No tengo girl, no tengo girl



Mírame y dímelo

Mi mirada te dice todo

Entre tu y yo hay un modo

De amarnos otra vez como locos



Pero entiendo que ya no

Que lo que paso, ya paso

No me niegues baby que yo se

Que nadie te ha amado como yo



Como yo, como yo

Solo vuelve, vuelve, vuelve baby

Necesito de ti, necesito de ti

Para así no tenerte



Que darte un beso

Para poder explicarte

Todo esto en lo que siento

Por que palabras no tengo



Para así darte un beso

Para poder explicarte

Todo esto en lo que siento

Por que palabras no tengo

No tengo girl, no tengo girl



No tengo girl

No tengo palabras

Solo siento todo esto

Solo vuelve, vuelve, vuelve"
30,Arctic Monkeys,312346,3nhzPKCm2yqGmgEhdAg19u,Four Out Of Five,Tranquility Base Hotel & Casino,2018,0.601,0.863,0,-4.31,1,0.0685,0.0626,0.0,0.0717,0.676,130.189,"Advertise in imaginative ways
Start your free trial today
Come on in the waters, lovely
Look you could meet someone you like during the meteor strike
It is that easy

Lunar surface on a saturday day night

Dressed up in silver and white with

Coloured old grey whistle test lights

Take it easy for a little while



Come and stay with us

It’s such an easy flight

Cute new places keep on popping up

Since the exodus it’s all getting gentrified

I put a taqueria on the roof it was well reviewed

Four stars out of five and that’s unheard of



Mr. bridge and tunnel on the starlight express

The hero of special effects in my mind’s eye

Okey cokey with the opposite sex

The things you try to forget

Doesn’t time fly

I’m in no position to give advice, I don’t want to be nice

And you know that, take it easy for a little while



Come and stay with us

It’s such an easy flight

Cute new places keep on popping up around Clavius

It’s all getting gentrified

The information action ratio is the place to go

And you will not recognize the old headquarters

All the nights that never happened and the days that don't exist

At the information action ratio

Only time that we stop laughing is to breathe or steal a kiss

I can get you on the list for all the clubs

I can lift you up another semitone

Take it easy for a little while



Come and stay with us

It’s such an easy flight

Cute new places keep on popping up since the exodus

It’s all getting gentrified

The information action ratio is the place to go

Four stars out of five



Take it easy for a little while

Come and stay with us 

It’s such an easy flight

Cute new places keep on popping up around Clavius

It’s all getting gentrified

I put a taqueria on the moon

It got rave reviews

Four stars out of five



Take it easy for a little while

Come and stay with us

Four stars out of five 

Take it easy for a little while

Come and stay with us

Four stars out of five 

Take it easy for a little while

Come and stay with us

Four stars out of five 

Take it easy for a little while

Come and stay with us

Four stars out of five 



Four stars out of five."
31,Aya Nakamura,174106,49IzWufYtbt3tgUN8ORNe0,Préféré (feat. OBOY),AYA,2020,0.758,0.74,0,-7.467,1,0.0925,0.0175,0.0,0.0601,0.631,173.862,"Eh, eh, eh
Aya Nakamura
Oh, non, non
Tu connais toutes mes positions préférées
Tu me dis : « C'est toi la boss, Aya, eh »

Dans ce domaine-là, personne peut m'déléguer

Ouais, toutes les positions préférées



J'suis ta chica, faut pas stresser, j'vais pas bouger

Bébé, en vrai, c'est rôdé, on a tout fait

J'aime trop quand il fait ces choses, ouais ouais, tu l'sais

Pas besoin d'te guider



Eh, j'debielle, t'es mon tout, t'es mon babe

T'aimes mon corps, t'aimes quand on fait du sexe

C'est pas pareil quand on est à distance

Faut s'le dire, j'crois que baby, on s'aime



J'ai envie de planer, c'est obligé

J'ai envie de voler, t'es ma moitié

J'ai envie d'tes bras, t'es celui que je voulais

Ouais, celui que je voulais (Eh)



Tu connais toutes mes positions préférées (Connais)

Tu me dis : « C'est toi la boss, Aya, eh » (Toutes, toutes, toutes)

Dans ce domaine-là, personne peut m'déléguer

Ouais, toutes les positions préférées

Tu connais toutes mes positions préférées (Toutes, toutes)

Tu me dis : « C'est toi la boss, Aya, eh »

Dans ce domaine-là, personne peut m'déléguer (Personne)

Ouais, toutes les positions préférées



Ma baby veut du sexe, j'suis pas comme tous tes ex

J'sais qu't'as connu trop d'déceptions (J'sais qu't'as connu trop d'déceptions)

Elle veut planer sous ma zeb, son corps dans mon assiette

Sous Belve', elle passe à l'action (Yeah, yeah)

Elle veut que j'la mange, elle veut que j'la penche

Que j'rentre dans sa ch-, que je lui sorte l'engin

Bébé mama, trop de magie

J'te fais tirer, tu vas planer sous ma ganja



J'ai envie de planer, c'est obligé

J'ai envie de voler, t'es ma moitié

J'ai envie d'tes bras, t'es celui que je voulais

Ouais, celui que je voulais (Eh)



Tu connais toutes mes positions préférées

Tu me dis : « C'est toi la boss, Aya, eh »

Dans ce domaine-là, personne peut m'déléguer

Ouais, toutes les positions préférées

Tu connais toutes mes positions préférées (Toutes, toutes, toutes)

Tu me dis : « C'est toi la boss, Aya, eh »

Dans ce domaine-là, personne peut m'déléguer

Ouais, toutes les positions préférées



Fais-moi bisous par-ci, par-là, c'est kiffant

Toi seul connais le secret

J'suis emmêlée baby boo, des fois, j'abuse

Un peu, je le sais



Un peu, je le sais

Des fois, j'abuse (Je le sais)

Des fois, j'abuse (Un peu, je le sais)

Des fois, j'abuse (Un peu, tu le sais, eh)

Oh non, non, non, non-non

Oh non, non, non, non-non

Oh non, non, non, non-non

Oh non, non, non, non-non"
32,Drake,247058,127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Toosie Slide,2020,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,"Black leather gloves, no sequins (Yeah, yeah, yeah)
Buckles on the jacket, it's Alyx shit (Woah)
Nike crossbody, gotta piece it
Gotta dance but it's really on some street shit
I'ma show you how to get it

It go right foot up, left foot slide

Left foot up, right foot slide

Basically I'm saying, either way, we 'bout to slide, ayy

Can't let this one slide, ayy



Don't you want to dance with me?

Yeah, I can dance like Michael Jackson

I can give you the whole action

This girl Thriller on the track, where you from?

Baby, don't you want to dance with me?

No, I can dance like Michael Jackson

I can give you satisfaction

And you know we out here everyday with it

I'ma show you how to do it



It go right foot up, left foot slide

Left foot up, right foot slide

Basically I'm saying, either way, we 'bout to slide, ayy

Can't let this one slide, ayy (Aw, yeah)



Two thousand shorties wanna tie the knot, ayy, yeah

Two hundred shooters on my hood blocked down, ayy yeah

Had a long froze like I'm loaded now (Loaded now)

I don't know what's wrong with me, I can't stop anything

Won't stop, yeah, yeah, don't stop, ayy, yeah, yeah

Got so many opps that be mistakin' how the dough pop

Got too many people that I love, I can't drop top

Other than the family, I gotta see what you mean

That's just how I get to see what you mean

This life got too deep for you, baby

Two or three of us about to creep with us, yeah, yeah



Black leather gloves, no sequins (Yeah, yeah, yeah)

Buckles on the jacket, it's Alyx shit (Woah)

Nike crossbody, you gotta piece it

Gotta dance but it's really on some street shit

I'ma show you how to get it



It go right foot up, left foot slide

Left foot up, right foot slide

Basically I'm saying, either way, we 'bout to slide, ayy

Can't let this one slide, ayy



Tootsie slide, then I hit it double time

And I hit the swing 'cause a stunna got it both times

Niggas think they got time but they for the whole time

The memories are open



Black leather gloves, no sequins (Yeah, yeah, yeah)

Buckles on the jacket, it's Alyx shit (Woah)

Nike crossbody, you gotta piece it

Gotta dance but it's really on some street shit

I'ma show you how to get it



It go right foot up, left foot slide

Left foot up, right foot slide

Basically I'm saying, either way, we 'bout to slide, ayy

Can't let this one slide, ayy"
33,Harry Styles,174000,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,2019,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,"Tastes like strawberries on a summer evenin'
And it sounds just like a song
I want more berries and that summer feelin'
It's so wonderful and warm
Breathe me in, breathe me out

I don't know if I could ever go without

I'm just thinking out loud

I don't know if I could ever go without



Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar



Strawberries on a summer evenin'

Baby, you're the end of June

I want your belly and that summer feelin'

Getting washed away in you



Breathe me in, breathe me out

I don't know if I could ever go without



Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar high



I just wanna taste it, I just wanna taste it

Watermelon sugar high



Tastes like strawberries on a summer evenin'

And it sounds just like a song

I want your belly and that summer feelin'

I don't know if I could ever go without



Watermelon sugar high

Watermelon sugar high

Watermelon sugar high (Sugar)

Watermelon sugar high (Sugar)

Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar high



I just wanna taste it, I just wanna taste it (Woo)

Watermelon sugar high

I just wanna taste it, I just wanna taste it (Ooh)

Watermelon sugar high

Watermelon sugar"
34,Los Ángeles Azules,220941,5M6bJO7Cfl4lnPoAHG0EdD,Amor a Primera Vista,Amor a Primera Vista,2019,0.657,0.763,0,-6.316,1,0.0583,0.323,0.0,0.405,0.95,170.155,"Te ví pasar con tu carita de ángel
Y ojos de rubí sonrisa bien brillante
Te seguí no se mi instinto me llevaba hacia a ti
Llegué al bar pedí un fuerte tequila
Para comenzar te vi con tus amigas

Me acerque con el pretexto de invitarte a bailar



La rola que sonaba incitaba a gozar

Cuerpo a cuerpo tu y yo pegaditos los dos

Te dije al oído me gustas y quiero

Que vengas conmigo esta noche



Y tomar junto a ti el café de las mañanas

Despertarte a besos complaciéndote en mi cama

Mirar tu cara tu carita sonriente

Que sepa la gente que te quiero y que me quieres



Sin pensar en el pasado ni el presente

No me importa amor saber de dónde vienes

Si soy el primero o el ultimo en tu lista

Yo sé bien que es amor a primera vista



Me voy por hoy pero quizás mañana

Volveré y ojalá que nos volvamos

A ver porque contigo la he pasado muy bien



Por mas que yo quería no me atreví a decir

No te vayas por Dios quédate por favor

Te dije al oído me gustas y quiero

Que duermas conmigo otra noche



Y tomar junto a ti el café de las mañanas

Despertarte a besos complaciéndote en mi cama

Mirar tu cara tu carita sonriente

Que sepa la gente que te quiero y que me quieres



Sin pensar en el pasado ni el presente

No me importa amor saber de dónde vienes

Si soy el primero o el ultimo en tu lista

Yo sé bien que es amor a primera vista



L.A.L.O. Girl

Rico fue volverte a ver

Pero más me pasa a mí

Vi tu foto en internet

Todo, en verdad que tú lo tienes todo

Soy un rebelde con amor

Quizá fue el destino

Te quiero volver a ver

Todo mi camino

Como que el atardecer

Suele suceder

La aburrición nunca vuelve



Sin pensar en el pasado ni el presente

No me importa amor saber de dónde vienes

Si soy el primero o el ultimo en tu lista

Yo sé bien que es amor a primera vista



Amor, amor, amor

Amor, amor, amor

Amor, amor, amor

A primera vista"
35,Ed Sheeran,238440,51ChrwmUPDJvedPQnIU8Ls,Dive,÷ (Deluxe),2017,0.761,0.386,4,-6.158,1,0.0399,0.355,0.0,0.0953,0.526,134.943,"Oh, maybe I came on too strong
Maybe I waited too long
Maybe I played my cards wrong
Oh, just a little bit wrong
Baby I apologize for it

I could fall or I could fly

Here in your aeroplane

And I could live, I could die

Hanging on the words you say

And I've been known to give my all

And jumping in harder than

Ten thousand rocks on the lake



So don't call me baby

Unless you mean it

Don't tell me you need me

If you don't believe it

So let me know the truth

Before I dive right into you



You're a mystery

I have travelled the world, there's no other girl like you

No one, what's your history?

Do you have a tendency to lead some people on?

'Cause I heard you do, mmh



I could fall or I could fly

Here in your aeroplane

And I could live, I could die

Hanging on the words you say

And I've been known to give my all

And lie awake everyday

Don't know how much I can take



So don't call me baby

Unless you mean it

Don't tell me you need me

If you don't believe it

So let me know the truth

Before I dive right into you



I could fall or I could fly

Here in your aeroplane

And I could live, I could die

Hanging on the words you say

And I've been known to give my all

Sitting back, looking at

Every mess that I made



So don't call me baby

Unless you mean it

Don't tell me you need me

If you don't believe it

So let me know the truth

Before I dive right into you

Before I dive right into you

Before I dive right into you"
36,Arctic Monkeys,208640,2AKwcNHeGAqCpD6etK425X,One Point Perspective,Tranquility Base Hotel & Casino,2018,0.714,0.585,8,-4.57,1,0.0419,0.057,0.00444,0.144,0.842,77.104,"Dancing my underpants
I'm gonna run for government 
I'm gonna form a covers band and all
Back there by the baby grand
did Mr. Winter Wonderland say 
""Come here kid, we really need to talk""?

Bear with me, man, I lost my train of thought 



I fantasize, I call it quits,

I swim with the economists

And I get to the bottom of it for good

By the time reality hits,

The chines of freedom fell to bits

The shining city on the fritz

They come out of the cracks,

Thirsty for blood



Just as the apocalypse, finally gets prioritised

And you cry some of the hottest tears you ever cried

Multiplied by five

I suppose a singer must die



""Singsong 'round the money tree""

This stunning documentary 

that no one else unfortunately saw

Such a beautiful photography, 

it's worth it for the opening scene 

I've been driving 'round listening to the score

Or maybe I just imagined it all

I've played to quiet rooms like this before 

Bear with me, man, I lost my train of thought"
37,Maluma,192000,16aMGPjpPDIeFkszebR0lf,Copas de Vino,PAPI JUANCHO,2020,0.837,0.719,7,-3.793,0,0.168,0.492,0.0,0.336,0.961,80.008,"La conocí en Medallo, ella prendiendo un blunt
Estaba ready pa' echarle la bendición, amén
Solo bastaron dos copas de vino
No fue casualidad, son cosas del destino
Los dos nos encontramos en mitad del camino

Nadie nos separará, aunque te busque Al Pacino



Solo nos bastaron dos copas de vino

No fue casualidad, son cosas del destino

Los dos nos encontramos en mitad del camino

Nadie nos separará, aunque te busque Al Pacino, mami



Es que tú eres adictiva

Me gusta más que Little Wayne a la codeína

Me pregunto si cómo camina, así cocina

Baby, vamos pa' encima

Aunque no tenga punchline yo siempre encuentro la rima



Te comí completa, aunque estabas a dieta

Me saliste perra aunque te hiciste la discreta

Perdón si malinterpretas

Pero es que la neta

Está más dura que el Niágara en Bicicleta



Solo bastaron dos copas de vino

No fue casualidad, son cosas del destino

Los dos nos encontramos en mitad del camino

Nadie nos separará, aunque te busque Al Pacino



Solo nos bastaron dos copas de vino

No fue casualidad, son cosas del destino

Los dos nos encontramos en mitad del camino

Nadie nos separará, aunque te busque Al Pacino, mami



Parcera cómo fue

Fanática de Jordan 23, pero de Maluma a los 16

Chulita qué bien te vez

Sin maquillaje siempre a la fresh

Famosa pero no sale en TV



Te comí completa, aunque estabas a dieta

Me saliste perra, aunque te hiciste la discreta

Perdón si malinterpretas

Pero es que la neta

Está más dura que el Niágara en Bicicleta



Solo bastaron dos copas de vino

No fue casualidad, son cosas del destino

Los dos nos encontramos en mitad del camino

Nadie nos separará, aunque te busque Al Pacino



Solo nos bastaron dos copas de vino

No fue casualidad, son cosas del destino

Los dos nos encontramos en mitad del camino

Nadie nos separará, aunque te busque Al Pacino, mami



What up, babe?

305, yeah, yeah

Papi Juancho, mamacita

Sí, ese mismo ¿Cómo vez?

I know you miss me

Mira, dile a esa, a ¿cómo es?

A la bebecita, que, que aquí la recibo

Rudeboyz"
38,Romeo Santos,208954,7feNblkR0A56vttsAGTyzK,Carmín (feat. Juan Luis Guerra),Golden,2017,0.731,0.675,11,-5.428,1,0.0397,0.668,0.0,0.16,0.753,120.963,"Este amor
Se deslumbra, toma aliento
Fascinante es sentir
Que ella es hecha para mi
Me undo en fantasias muy profundas

Le pido un arcoíris y un jardín

En un circo de flores

Me inundo de emociones

Y mancha mi mejilla de carmín



Se ha convertido en mi musa

Cuarto mengüante me alumbra

Con un dibujo 'e Da Vinci

Brutal, increible

Fuerte inspiración



Cruzo alta mar en un delfin

Por ella nado hasta el fin

En una yola sin dormir



Este amor

Te impresiona en su esplendor

Como de Van Gogh

Acuarela a perfección



Me undo en fantasias muy profundas

Le pido un arcoíris y un jardin

En un circo de flores

Me inundo de emociones

Y mancha mi mejilla de carmín



Se ha convertido en mi musa

Cuarto mengüante me alumbra

Con un dibujo 'e Da Vinci

Brutal, increible

Fuerte inspiración



Cruzo alta mar en un delfin

Por ella nado hasta el fin

En una yola sin dormir



Escucha las palabras de los poetas



Cruzo alta mar en un delfin

Por ella nado hasta el fin

En una yola sin dormir



Un corazón y está al desnudo

Ella es la música, suspiros

Harmonia en mi canción



Este amor

Se deslumbra toma aliento

Fascinante es sentir

Que ella es hecha para mi"
39,Caifanes,286893,5cZEe0s2X9nGWCyIEVKoD0,Antes de Que Nos Olviden,A 25 Años,2012,0.639,0.598,2,-10.024,1,0.0302,0.417,0.0129,0.121,0.201,119.67,"Antes de que nos olviden
Haremos historia.
No andaremos de rodillas;
El alma no tiene la culpa. 
Antes de que nos olviden

Rasgaremos paredes

Y buscaremos restos;

No importa si fue nuestra vida. 



Antes de que nos olviden

Nos evaporaremos en magueyes,

Y subiremos hasta el cielo 



Y bajaremos con la lluvia.

Antes de que nos olviden

Romperemos jaulas,

Y gritaremos la fuga;

No hay que condenar el alma. 



Aunque tu me olvides,

Te pondré en un altar de veladoras,

Y en cada una pondré tu nombre,

Y cuidare de tu alma. 



Amén."
40,Tears For Fears,251488,4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),1985,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,"Welcome to your life 
There's no turning back 
Even while we sleep 
We will find you 
Acting on your best behaviour 
Turn your back on mother nature 

Everybody wants to rule the world 



It's my own design 

It's my own remorse 

Help me to decide 

Help me make the most 

Of freedom and of pleasure 

Nothing ever lasts forever 

Everybody wants to rule the world



There's a room where the light won't find you 

Holding hands while the walls come tumbling down 

When they do I'll be right behind you 



So glad we've almost made it 

So sad they had to fade it 

Everybody wants to rule the world



I can't stand this indecision 

Married with a lack of vision 

Everybody wants to rule the world

Say that you'll never never never never need it 

One headline why believe it? 

Everybody wants to rule the world



All for freedom and for pleasure 

Nothing ever lasts for ever 

Everybody wants to rule the world"
41,Maluma,193699,3eJMSq78dDaFb7VvhNFnq6,ADMV,ADMV,2020,0.565,0.39,9,-4.959,1,0.0556,0.817,0.0,0.126,0.708,163.781,"No te has ido de mi vida, vida mía, pero ya te extraño
¿Quién diría? Nadie lo creía y ya vamos pa' un año
De solo pensar en perderte
Las milésimas se vuelven horas
Contigo yo me voy a muerte
Y mucho más cuando estamos a solas



Cuando nos falle la memoria y solo queden las fotografías

Que se me olvide todo, menos que tú eres mía



Cuando los años nos pesen y las piernas no caminen

Los ojos se nos cierren y la piel ya no se estire

Cuando lo único que pese sea lo que hicimos en vida

Y aunque nada de esto pase, woh-oh

Eres el amor de vida, woh-oh-oh-oh

Eres el amor de mi vida



Yah-yah, dice

Me encanta verte desnudita

Eres la pintura más bonita

¿Tanta belleza quién la explica?

La ducha mojaíta'

Si salimos, fina exquisita

Y en los parches under no se quita

To' los planes cambiaron, era perro y me amarraron

El corazón me robaron, justo y necesario

Me hace sentir millonario



Cuando los años nos pesen y las piernas no caminen

Los ojos se nos cierren y la piel ya no se estire

Cuando lo único que pese sea lo que hicimos en vida

Y aunque nada de esto pase, woh-oh

Eres el amor de vida



Siempre me he soñado una vida contigo

Más valen los hechos que lo prometido

Sin saber a dónde vayas te persigo, oh-oh



Y cuando falle la memoria y solo queden las fotografías

Que se me olvide todo, menos que tú eres mía



Cuando los años nos pesen y las piernas no caminen

Los ojos se nos cierren y la piel ya no se estire

Cuando lo único que pese sea lo que hicimos en vida

Y aunque nada de esto pase, woh-oh

Eres el amor de vida, woh-oh

Eres el amor de mi vida



Jajajaja"
42,Joyce Jonathan,212160,0Y7rDYp4YvpJePYPJ4yNKs,Tant pis,Sur mes gardes,2010,0.544,0.53,8,-6.592,1,0.027,0.471,0.0,0.26,0.629,75.978,"Assise a la fenetre je regarde la Seine
Je te revois passer et me rappel
Ce tableau lointain qui vient et m'emmene
Se pose par ici me prend sous ses ailes
Le debut d'un long voyage

Qui me mene a toi

Je te regarde des heures mais

Tu n'es pas là.



J'ai beau faire le tour du monde

Mais tout me ramene a toi

T'es partout a la fois

Il y a d'autres histoires d'amour qui n'attendent que moi

Mais tant pis

C'est avec toi que je me sens

C'est avec toi que je me sens.... moi



J'ai écrit ton nom sur tous les papiers

Je m'en rendais plus compte j'étais possédée

Le debut d'un long voyage

Qui me mene a toi

Le te regarde des heuresmais tu n'es pas la



J'ai beau faire le tour du monde

Mais tout me ramene a toi

T'es partout a la fois

Il y a d'autres histoires d'amour qui n'attendent que moi

Mais tant pis

C'est avec toi que je me sens

C'est avec toi que je me sens.... moi



L'eau a coulé sous les ponts

Depuis ton depart

Je me noie dans ce tableau

Et je m'égare

Je suis la je tourne en rond

Perdu la raison

Mes sens me quittent

Ca y est je touche le fond



J'ai beau faire le tour du monde

Mais tout me ramene a toi

T'es partout a la fois

Il y a d'autres histoires d'amour qui n'attendent que moi

Mais tant pis

C'est avec toi que je me sens

C'est avec toi que je me sens.... moi



J'ai beau faire le tour du monde

Mais tout me ramene a toi

T'es partout a la fois

Il y a d'autres histoires d'amour qui n'attendent que moi

Mais tant pis

C'est avec toi que je me sens

C'est avec toi que je me sens.... moi"
43,Redbone,205933,7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love,Come and Get Your Love,1973,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,"Hail (Hail), what's the matter with your head, yeah
Hail (Hail), what's the matter with your mind
And your sign an-a, oh-oh-oh
Hail (Hail), nothin' the matter with your head
Baby find it, come on and find it
Hail, with it, baby, 'cause you're fine

And you're mine, and you look so divine



Come and get your love

Come and get your love

Come and get your love

Come and get your love



Hail (Hail), what's the matter with you feel right

Don't you feel right, baby

Hail, oh yeah, get it from the main vine, all right

I said-a find it, find it, go on and love it if you like it, yeah

Hail (Hail), it's your business if you want some, take some

Get it together, baby



Come and get your love

Come and get your love

Come and get your love

Come and get your love



Come and get your love, come and get your love

Come and get your love, now

Come and get your love, come and get your love

Come and get your love, now

Come and get your love, come and get your love

Come and get your love, now

Come and get your love, come and get your love

Come and get your love, now



Come and get your love

Come and get your love

Come and get your love

Come and get your love



Hail (Hail), what's the matter with you feel right

Don't you feel right, baby

Hail, oh yeah, get it from the main vine, alright



La, la, la, la, la, la, la, la, la, la

Come and get your love

La, la, la, la, la, la, la, la, la, woohoo

Come and get your love

La, la, la, la, la, la, la, la, la, la

Come and get your love

La, na, na, na, na, na, da, boom

Come and get your love

La, da boom, boom, boom, ta, daba, boom, boom

Come and get your love

La, la, la, la, la, la"
44,Harry Styles,362653,6SQLk9HSNketfgs2AyIiMs,She,Fine Line,2019,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,"9 in the morning
The man drops his kids off at school
And he's thinking of you
Like all of us do
Sends his assistant for coffee in the afternoon
Around 1:32

Like he knows what to do



She

She lives in daydreams with me

She's the first one that I see

And I don't know why

I don't know who she is



He takes a boat out

Imagines just sailing away (Away, away)

And not telling his mates (Not telling his mates)

He wouldn't know what to say (Wouldn't know what to say, to say)



She

She lives in daydreams with me

She's the first one that I see

And I don't know why

I don't know who she is



She

She's the first one that I see

She lives in daydreams with me

And I don't know why

I don't know where she is



Lives for the memory

A woman who's just in his head

And she sleeps in his bed

While he plays pretend

So pretend



She

She lives in daydreams with me

She's the first one that I see

And I don't know why

I don't know who she is



She

She's the first one that I see

She lives in daydreams with me

And I don't know why

I don't know where she is"
45,Maluma,219010,0HHYTpGLjVbh3wmrSHKbRO,Tus Besos,Tus Besos (Remix),2014,0.682,0.682,9,-3.448,0,0.0979,0.165,3.79e-06,0.121,0.39,172.015,"Pretty boy baby
Its is the remix
Baby yo quisiera tenerte sola
Descubrir ese secreto que hay en tu boca
Si yo se que quieres porque te preguntas

Pues al fin y al cabo yo se que te gusta

Solo tu... me llevas al éxtasis



Porque solo tus besos

Son los que me llevan al éxtasis

Cuando yo te tengo en la intimidad

Se me hace difícil resistirme al sabor de tus besos

Cuando te sientas sola no dudes para verte conmigo

También quiero amor contigo



Si me prestas tus labios seguramente probare

Este veneno dulce, ese sabor a miel

Me mata lentamente me paraliza la mente

Que sentí frecuentemente, baby



Primero robarte tu corazón

Siguiente paso a mi habitación

Por ultimo... hacerte el amor

Como en aquellos días

Cuando gritabas y decías que eras mía



Y dime si las noches son frías y me extrañas

Solo dime yo te llevo y te caliento en tu cama

Y dime si las noches son frías y me extrañas

Solo dime yo te llevo y te caliento en tu cama



Porque solo tus besos

Son los que me llevan al éxtasis

Cuando yo te tengo en la intimidad

Se me hace difícil resistirme al sabor de tus besos

Cuando te sientas sola no dudes para verte conmigo

También quiero amor contigo



Recibir tu llamada a media noche

Fue un momento perfecto

Me alegra que me digas

Que ta hacia falta desde hace tiempo

Cuando la luz era tenue dos sombras un cuerpo

Pedir que la noche durara mas tiempo

Para sentir el calor de tu cuerpo y el mio



Y dime si las noches son frías y me extrañas

Solo dime yo te llevo y te caliento en tu cama



Solo dime si las noches son frías y me extrañas

Dime yo te llevo y te caliento en tu cama



Porque solo tus besos

Son los que me llevan al éxtasis

Cuando yo te tengo en la intimidad

Se me hace difícil resistirme al sabor de tus besos



Cuando te sientas sola no dudes para verte conmigo

También quiero amor contigo



Mamacita, no te engañes a ti msima

Solo tu sabes que soy el único

Que conoce la formula para hacerte sentir mujer

El Pretty boy baby con El Indio

Este es el remix con El indio y Maluma

El dueño de la melodía, mami

Junto al Pretty boy, baby

Kevin ADJ

Chan el genio ..."
